country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
United Arab Emirates,2020-03-20,140,55.0,55
United Arab Emirates,2020-03-03,27,-113.0,-113
United Arab Emirates,2020-03-12,85,58.0,58
United Arab Emirates,2020-03-18,113,28.0,28
United Arab Emirates,2020-03-13,85,-28.0,-28
United Kingdom,2020-03-01,36,0.0,0
United Kingdom,2020-03-15,1145,1109.0,1109
United Kingdom,2020-03-09,322,-823.0,-823
United Kingdom,2020-03-19,2716,2394.0,2394
United Kingdom,2020-03-26,11812,9096.0,9096
United Kingdom,2020-03-07,207,-11605.0,-11605
United Kingdom,2020-03-03,51,-156.0,-156
United Kingdom,2020-03-27,14745,14694.0,14694
United Kingdom,2020-03-23,6726,-8019.0,-8019
United Kingdom,2020-03-20,4014,-2712.0,-2712
United Kingdom,2020-03-18,2642,-1372.0,-1372
United Kingdom,2020-03-17,1960,-682.0,-682
United Kingdom,2020-03-13,802,-1158.0,-1158
United Kingdom,2020-03-12,459,-343.0,-343
United Kingdom,2020-03-16,1551,1092.0,1092
United Kingdom,2020-03-14,1144,-407.0,-407
United Kingdom,2020-03-11,459,-685.0,-685
United Kingdom,2020-03-04,86,-373.0,-373
United Kingdom,2020-03-08,274,188.0,188
United Kingdom,2020-03-02,40,-234.0,-234
United Kingdom,2020-03-21,5067,5027.0,5027
United Kingdom,2020-03-10,384,-4683.0,-4683
United Kingdom,2020-03-22,5745,5361.0,5361
United Kingdom,2020-03-05,116,-5629.0,-5629
United Kingdom,2020-03-25,9640,9524.0,9524
United Kingdom,2020-03-06,164,-9476.0,-9476
United Kingdom,2020-03-24,8164,8000.0,8000
Uruguay,2020-03-01,0,0.0,0
Uruguay,2020-03-13,0,0.0,0
Uruguay,2020-03-07,0,0.0,0
Uruguay,2020-03-11,0,0.0,0
Uruguay,2020-03-21,110,110.0,110
Uruguay,2020-03-06,0,-110.0,-110
Uruguay,2020-03-16,8,8.0,8
Uruguay,2020-03-10,0,-8.0,-8
Uruguay,2020-03-03,0,0.0,0
Uruguay,2020-03-20,94,94.0,94
Uruguay,2020-03-14,4,-90.0,-90
Uruguay,2020-03-24,162,158.0,158
Uruguay,2020-03-17,29,-133.0,-133
Uruguay,2020-03-05,0,-29.0,-29
Uruguay,2020-03-22,158,158.0,158
Uruguay,2020-03-27,238,80.0,80
Uruguay,2020-03-08,0,-238.0,-238
Uruguay,2020-03-12,0,0.0,0
Uruguay,2020-03-09,0,0.0,0
Uruguay,2020-03-18,50,50.0,50
Uruguay,2020-03-19,79,29.0,29
Uruguay,2020-03-02,0,-79.0,-79
Uruguay,2020-03-23,162,162.0,162
Uruguay,2020-03-25,189,27.0,27
Uruguay,2020-03-26,217,28.0,28
Uruguay,2020-03-15,4,-213.0,-213
Uruguay,2020-03-04,0,-4.0,-4
Uzbekistan,2020-03-06,0,0.0,0
Uzbekistan,2020-03-21,43,43.0,43
Uzbekistan,2020-03-15,1,-42.0,-42
Uzbekistan,2020-03-27,88,87.0,87
Uzbekistan,2020-03-20,33,-55.0,-55
Uzbekistan,2020-03-12,0,-33.0,-33
Uzbekistan,2020-03-16,6,6.0,6
Uzbekistan,2020-03-07,0,-6.0,-6
Uzbekistan,2020-03-04,0,0.0,0
Uzbekistan,2020-03-23,46,46.0,46
Uzbekistan,2020-03-14,0,-46.0,-46
Uzbekistan,2020-03-18,15,15.0,15
Uzbekistan,2020-03-05,0,-15.0,-15
Uzbekistan,2020-03-25,60,60.0,60
Uzbekistan,2020-03-03,0,-60.0,-60
Uzbekistan,2020-03-02,0,0.0,0
Uzbekistan,2020-03-24,50,50.0,50
Uzbekistan,2020-03-26,75,25.0,25
Uzbekistan,2020-03-22,43,-32.0,-32
Uzbekistan,2020-03-19,23,-20.0,-20
Uzbekistan,2020-03-11,0,-23.0,-23
Uzbekistan,2020-03-13,0,0.0,0
Uzbekistan,2020-03-08,0,0.0,0
Uzbekistan,2020-03-09,0,0.0,0
Uzbekistan,2020-03-10,0,0.0,0
Uzbekistan,2020-03-01,0,0.0,0
Uzbekistan,2020-03-17,10,10.0,10
Venezuela,2020-03-07,0,0.0,0
Venezuela,2020-03-24,84,84.0,84
Venezuela,2020-03-26,107,23.0,23
Venezuela,2020-03-06,0,-107.0,-107
Venezuela,2020-03-11,0,0.0,0
Venezuela,2020-03-27,107,107.0,107
Venezuela,2020-03-14,2,-105.0,-105
Venezuela,2020-03-17,33,31.0,31
Venezuela,2020-03-13,0,-33.0,-33
Venezuela,2020-03-18,36,36.0,36
Venezuela,2020-03-03,0,-36.0,-36
Venezuela,2020-03-02,0,0.0,0
Venezuela,2020-03-19,42,42.0,42
Venezuela,2020-03-01,0,-42.0,-42
Venezuela,2020-03-21,70,70.0,70
Venezuela,2020-03-10,0,-70.0,-70
Venezuela,2020-03-16,17,17.0,17
Venezuela,2020-03-08,0,-17.0,-17
Venezuela,2020-03-23,77,77.0,77
Venezuela,2020-03-20,42,-35.0,-35
Venezuela,2020-03-09,0,-42.0,-42
Venezuela,2020-03-12,0,0.0,0
Venezuela,2020-03-05,0,0.0,0
Venezuela,2020-03-15,10,10.0,10
Venezuela,2020-03-25,91,81.0,81
Venezuela,2020-03-22,70,-21.0,-21
Venezuela,2020-03-04,0,-70.0,-70
Vietnam,2020-03-19,85,0.0,0
Vietnam,2020-03-18,75,-10.0,-10
Vietnam,2020-03-20,91,16.0,16
Vietnam,2020-03-16,61,-30.0,-30
Vietnam,2020-03-23,123,62.0,62
Vietnam,2020-03-06,16,-107.0,-107
Vietnam,2020-03-26,153,137.0,137
Vietnam,2020-03-01,16,-137.0,-137
Vietnam,2020-03-10,31,15.0,15
Vietnam,2020-03-14,53,22.0,22
Vietnam,2020-03-02,16,-37.0,-37
Vietnam,2020-03-25,141,125.0,125
Vietnam,2020-03-21,94,-47.0,-47
Vietnam,2020-03-04,16,-78.0,-78
Vietnam,2020-03-08,30,14.0,14
Vietnam,2020-03-09,30,0.0,0
Vietnam,2020-03-13,47,17.0,17
Vietnam,2020-03-07,18,-29.0,-29
Vietnam,2020-03-12,39,21.0,21
Vietnam,2020-03-22,113,74.0,74
Vietnam,2020-03-24,134,21.0,21
Vietnam,2020-03-03,16,-118.0,-118
Vietnam,2020-03-27,163,147.0,147
Vietnam,2020-03-11,38,-125.0,-125
Vietnam,2020-03-17,66,28.0,28
Vietnam,2020-03-05,16,-50.0,-50
Vietnam,2020-03-15,56,40.0,40
West Bank and Gaza,2020-03-09,19,0.0,0
West Bank and Gaza,2020-03-16,38,19.0,19
West Bank and Gaza,2020-03-27,91,53.0,53
West Bank and Gaza,2020-03-04,0,-91.0,-91
West Bank and Gaza,2020-03-15,38,38.0,38
West Bank and Gaza,2020-03-13,31,-7.0,-7
West Bank and Gaza,2020-03-26,84,53.0,53
West Bank and Gaza,2020-03-23,59,-25.0,-25
West Bank and Gaza,2020-03-01,0,-59.0,-59
West Bank and Gaza,2020-03-03,0,0.0,0
West Bank and Gaza,2020-03-17,39,39.0,39
West Bank and Gaza,2020-03-11,30,-9.0,-9
West Bank and Gaza,2020-03-05,4,-26.0,-26
West Bank and Gaza,2020-03-08,16,12.0,12
West Bank and Gaza,2020-03-21,48,32.0,32
West Bank and Gaza,2020-03-25,59,11.0,11
West Bank and Gaza,2020-03-12,30,-29.0,-29
West Bank and Gaza,2020-03-10,26,-4.0,-4
West Bank and Gaza,2020-03-07,16,-10.0,-10
West Bank and Gaza,2020-03-19,44,28.0,28
West Bank and Gaza,2020-03-14,35,-9.0,-9
West Bank and Gaza,2020-03-22,52,17.0,17
West Bank and Gaza,2020-03-02,0,-52.0,-52
West Bank and Gaza,2020-03-18,41,41.0,41
West Bank and Gaza,2020-03-06,7,-34.0,-34
West Bank and Gaza,2020-03-20,47,40.0,40
West Bank and Gaza,2020-03-24,59,12.0,12
Zambia,2020-03-13,0,0.0,0
Zambia,2020-03-07,0,0.0,0
Zambia,2020-03-08,0,0.0,0
Zambia,2020-03-19,2,2.0,2
Zambia,2020-03-17,0,-2.0,-2
Zambia,2020-03-01,0,0.0,0
Zambia,2020-03-20,2,2.0,2
Zambia,2020-03-10,0,-2.0,-2
Zambia,2020-03-06,0,0.0,0
Zambia,2020-03-21,2,2.0,2
Zambia,2020-03-16,0,-2.0,-2
Zambia,2020-03-11,0,0.0,0
Zambia,2020-03-05,0,0.0,0
Zambia,2020-03-09,0,0.0,0
Zambia,2020-03-22,3,3.0,3
Zambia,2020-03-18,2,-1.0,-1
Zambia,2020-03-23,3,1.0,1
Zambia,2020-03-15,0,-3.0,-3
Zambia,2020-03-12,0,0.0,0
Zambia,2020-03-03,0,0.0,0
Zambia,2020-03-24,3,3.0,3
Zambia,2020-03-26,16,13.0,13
Zambia,2020-03-27,22,6.0,6
Zambia,2020-03-04,0,-22.0,-22
Zambia,2020-03-02,0,0.0,0
Zambia,2020-03-25,12,12.0,12
Zambia,2020-03-14,0,-12.0,-12
Zimbabwe,2020-03-09,0,0.0,0
Zimbabwe,2020-03-17,0,0.0,0
Zimbabwe,2020-03-15,0,0.0,0
Zimbabwe,2020-03-16,0,0.0,0
Zimbabwe,2020-03-12,0,0.0,0
Zimbabwe,2020-03-11,0,0.0,0
Zimbabwe,2020-03-14,0,0.0,0
Zimbabwe,2020-03-10,0,0.0,0
Zimbabwe,2020-03-26,3,3.0,3
Zimbabwe,2020-03-08,0,-3.0,-3
Zimbabwe,2020-03-01,0,0.0,0
Zimbabwe,2020-03-25,3,3.0,3
Zimbabwe,2020-03-02,0,-3.0,-3
Zimbabwe,2020-03-24,3,3.0,3
Zimbabwe,2020-03-03,0,-3.0,-3
Zimbabwe,2020-03-23,3,3.0,3
Zimbabwe,2020-03-04,0,-3.0,-3
Zimbabwe,2020-03-22,3,3.0,3
Zimbabwe,2020-03-05,0,-3.0,-3
Zimbabwe,2020-03-21,3,3.0,3
Zimbabwe,2020-03-06,0,-3.0,-3
Zimbabwe,2020-03-13,0,0.0,0
Zimbabwe,2020-03-20,1,1.0,1
Zimbabwe,2020-03-07,0,-1.0,-1
Zimbabwe,2020-03-19,0,0.0,0
Zimbabwe,2020-03-18,0,0.0,0
Zimbabwe,2020-03-27,5,5.0,5
